property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
1719|breckenridge|08876,1719 Breckenridge Dr,08876,Branchburg,1,4033198,2026-06-09,2026-07-13,2026-07-17,425000,425000,4,active,,,2,2.5,,,1990,Condo,40.569163,-74.703132,https://www.realtor.com/realestateandhomes-detail/1719-Breckenridge-Dr_Branchburg_NJ_08876_M56172-55254,https://ap.rdcpix.com/d1da1efcbdb3a5bd5f7ed8eedf5213ddl-m2140968589od-w480_h360_x2.webp?w=1080&q=75,PENDING,37,"This end-unit townhome offers sophisticated style, modern updates, and a maintenance-free lifestyle. Refreshed in 2018, this is the kind of home where you simply move in, exhale, and start enjoying life. Inside you're welcomed by a sun-filled open level where the living room is anchored by a classic wood-burning fireplace. The seamless flow into the dining area makes entertaining feel effortless. As you enter the kitchen, you'll enjoy its cozy breakfast nook where morning coffee comes with a view. A powder room and thoughtful storage complete the main level, designed for the way you actually live. Upstairs, the primary suite includes an en-suite bath that elevates the everyday routine. A second bedroom enjoys its own bright, airy ambiance with easy access to a second full bath. The convenience of a second-floor laundry space means no more hauling baskets; just another thoughtful touch in"
17|eastbrown|08876,17 E Brown St,08876,Branchburg,1,4031998,2026-06-03,2026-07-13,2026-07-17,564900,564900,4,active,,,4,2.0,1376,4792,1935,Single Family,40.575745,-74.60819,https://www.realtor.com/realestateandhomes-detail/17-E-Brown-St_Somerville_NJ_08876_M68429-93336,https://ap.rdcpix.com/5e6d5bf7b3953d663de6d20538a6ed85l-m4264852137od-w480_h360_x2.webp?w=1080&q=75,PENDING,43,"Just REDUCED!!! & Larger than it looks from the street, Charming 4 bedroom and 2 full baths, Colonial style home, features on first floor: Primary bedroom, a bright and sunny den/office, Large eat-in kitchen and adjacent dining room, full bathroom, and laundry room, and a comforting Living room. The 2nd floor has 3 bedrooms, a full bath, and stairs up to a full attic for possible expansion, or plenty of storage plus there are hardwood floors/moldings throughout, the full unfinished basement lends itself to unlimited possibilities. The exterior is Vinyl siding, updated insulated windows, a front porch to relax and rest, and a detached two-car garage with storage above. Convenient to Vibrant downtown Somerville shops, restaurants, bus/train, schools, parks/recreation, all major highways, and so much more! Fantastic Neighborhood! Welcome to Somerville!"
185|westcliff|08876,185 W Cliff St,08876,Branchburg,1,4034239,2026-06-12,2026-07-13,2026-07-17,685000,685000,4,active,,,4,2.0,,8712,1910,Multi-Family,40.573639,-74.618968,https://www.realtor.com/realestateandhomes-detail/185-W-Cliff-St_Somerville_NJ_08876_M59375-66699,https://ap.rdcpix.com/d94a3d7e06570c4b13416c4af9d3bf3fl-m1287889657od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,34,"**Historic Charm Meets Modern Convenience in Downtown Somerville**Rare opportunity to own a charming two-unit home in the heart of Somerville, offering historic character, strong income potential, dedicated parking, and low-maintenance ownership just moments from vibrant downtown.This multifamily property blends timeless craftsmanship with thoughtful updates. The first-floor unit features a spacious 1-bedroom, 1-bath layout with a living room, formal dining room, and kitchen. Currently occupied by long-term tenants paying $2,000/month, this unit also offers potential to be reconfigured into a 2-bedroom layout for added future value.The recently renovated second-floor unit offers 2 bedrooms, 1 full bath, and a versatile bonus room ideal for an office, flex, workout space, or storage. Highlights include restored original hardwood floors, fresh paint, updated lighting, and preserved histori"
19|southdavenport|08876,19 S Davenport St,08876,Branchburg,1,4031018,2026-05-30,2026-07-13,2026-07-17,550000,550000,4,active,,,2,2.0,1005,16988,2022,Condo,40.570025,-74.615959,https://www.realtor.com/realestateandhomes-detail/19-S-Davenport-St_Somerville_NJ_08876_M97666-90767,https://ap.rdcpix.com/9e08e5468f2d310c719d22cd9eee73a0l-m1962001481od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,47,"Live Where Life Happens in this Downtown Somerville Townhouse. Step into the rhythm of city living with this stylish 2-bedroom, 2-bath townhouse just minutes from the heart of downtown Somerville and Somerville Station. Designed for convenience and comfort, this two-story home blends modern touches with a location that puts everything within reach restaurants, cafes, shops, and parks are all just a short stroll away. Inside, natural light pours through large windows, brightening the open-concept living and dining space. The kitchen features granite countertops and ample cabinetry ideal for cooking or entertaining. Each level is complete with a sleek, modern full bath, offering comfort and functionality for busy mornings or relaxed evenings. A one-car attached garage adds ease and extra storage, while the neutral paint palette throughout makes this home move-in ready and easy to personali"
2005|southbranch|08876,2005 S Branch Rd,08876,Branchburg,1,4027674,2026-05-14,2026-07-13,2026-07-17,530000,530000,4,active,,,3,1.0,,12197,1956,Single Family,40.55876,-74.69644,https://www.realtor.com/realestateandhomes-detail/2005-S-Branch-Rd_Branchburg_NJ_08876_M50641-90178,https://ap.rdcpix.com/48c1febe78156b5d6447457099910cd3l-m137527148od-w480_h360_x2.webp?w=1080&q=75,PENDING,63,"Experience a home where warmth, craftsmanship, and years of cherished memories come together. This lovingly maintained 3-bedroom home features a welcoming family room addition with a wood-burning fireplace and rustic wood ceiling beams salvaged from a historic building, adding warmth and character to the space. The kitchen serves as the heart of the home, with granite countertops, abundant storage, and quality carpentry throughout.A side entrance opens to the expansive backyard patio, creating easy indoor-outdoor living perfect for summer evenings and gatherings. The 3 first floor bedrooms and full bath offer easy one floor living. Original hardwood floors remain preserved beneath the living room carpeting. Some additional features include a detached garage, outdoor workshop, and an unfinished basement offering ample storage and future potential. Conveniently located near Route 202, shop"
200|harlanschool|08876,200 Harlan School Rd,08876,Branchburg,1,11776118,2026-05-15,2026-07-13,2026-07-17,150000,150000,4,active,,,2,1.0,624,72310,1940,Single Family,40.587129,-74.718178,https://www.realtor.com/realestateandhomes-detail/200-Harlan-School-Rd_Branchburg_NJ_08876_M98605-74496,https://ap.rdcpix.com/7b1509adee59985e7278f2b7f233a5fcl-m1991497367od-w480_h360_x2.webp?w=1080&q=75,CONTINGENT,62,"AUCTION By Order of Branchburg Township: Fixer Upper on 1.66+/- Acres. Renovate or Build New! Branchburg Township, Somerset County, NJ. Online Auction June 11, 2026. 1.66+/- Acre Residential Opportunity. Attractive, Secluded Residential Lot. Excellent Opportunity to renovate the existing ranch home or take down and start new! Municipal sewer connectivity nearby. Branchburg, NJ combines suburban comfort with exceptional convenience. Its central Somerset County location supports smooth commutes by car or train, while nearby NJ Transit stations make mass transit a practical option for NYC-bound professionals. Minutes from local shopping plazas and a wide range of dining options in downtown Somerville. Final Property Previews 12-2 PM: Wednesday, June 3rd. Online Auction: Thursday, June 11, 2026 11:00 am. Call today or visit our website to Download the Property Information Package. **This is "
2012|southbranch|08876,2012 S Branch Rd,08876,Branchburg,1,4027138,2026-05-13,2026-07-13,2026-07-17,559000,559000,4,active,,,4,2.0,,84506,1958,Single Family,40.558841,-74.698746,https://www.realtor.com/realestateandhomes-detail/2012-S-Branch-Rd_Branchburg_NJ_08876_M52028-27005,https://ap.rdcpix.com/d8e45af73fc48363ecb8dbabf056085cl-m337715494od-w480_h360_x2.webp?w=1080&q=75,PENDING,65,"JUST REDUCED!! Rare 4 BEDROOM/2 FULL BATHROOM Single Family Home on Nearly 2 ACRES of Level Property. Light & Bright Living Room w/Picture Window. Eat In Kitchen w/Dining Area. Two First Floor Bedrooms w/Large Closets. Two Additional Spacious Second Floor Bedrooms w/New Carpeting. Partially Finished Basement Ideal for Family Room w/Separate Storage & Utility Rooms. TWO CAR ATTACHED GARAGE w/Opener. Lots of Fresh Paint. 2021 Cast Iron Oil Burner. Public Sewer. All Appliances w/Newer Refrigerator, Oven and Samsung Washer & Dryer Included. LOW PROPERTY TAXES. Close to Major Highways (Routes 202, 22, 31, 287, 78), Mass Transportation (Train and Park & Ride to NYC), Shopping (Wegmans, Home Depot) and Recreation (Duke Island & North Branch Parks). Home Warranty Too. A MUST See!!"
215|grove|08876,215 Grove St,08876,Branchburg,1,4037313,2026-06-26,2026-07-13,2026-07-17,558000,558000,4,active,,,3,3.5,,8712,1925,Single Family,40.575646,-74.607681,https://www.realtor.com/realestateandhomes-detail/215-Grove-St_Somerville_NJ_08876_M57949-87203,https://ap.rdcpix.com/d1f417c7fec6242db5e5a67df8170172l-m4112834860od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,20,"Newly renovated 3-bedroom & 3.5-bathroom single-family home conveniently located minutes to Somerville's vibrant dining scene, boutique shopping, and the direct train to NYC. A charming and welcoming porch creates the curb appeal. Inside, the front foyer opens into a graceful living room that flows seamlessly into a spacious formal dining room. A sun-drenched bonus room offers a versatile sanctuary, perfect for a quiet home office, creative play area, or a bright afternoon retreat. The main level is rounded out by a convenient mudroom providing easy daily access from the driveway, plus a newly added full bathroom.Second level features three bedrooms and two full baths. The walk-up attic and the full basement with a powder room offer endless possibilities for customization and storage. All windows have been replaced in 2026 to provide better insulation and soundproof. Most of the interior"
21|ivanhoe|08876,21 Ivanhoe Ave,08876,Branchburg,1,4032134,2026-06-04,2026-07-13,2026-07-17,524900,524900,4,active,,,3,2.0,,6534,1936,Single Family,40.579469,-74.609734,https://www.realtor.com/realestateandhomes-detail/21-Ivanhoe-Ave_Somerville_NJ_08876_M67464-00013,https://ap.rdcpix.com/d433e30e70a68b004e2e3b9d8e90dbd1l-m3539701062od-w480_h360_x2.webp?w=1080&q=75,PENDING,42,"Charming Colonial with 3 bedrooms, 2 full baths, living room with fireplace, formal dining, kitchen, sunny den/office space and enclosed sun porch with sliders. Large primary bedroom with access to walk up attic space that has been finished to provide additional office/library/storage space. Full basement has been remodeled to provide recreational space in addition to ample storage, laundry and utility areas and detached 2 car garage. Recent updates include Gas Furnace, HWH, Chimney Liner (2023), Windows (2024), all hardwood floors refinished (2016), HE W/D (2016). Convenient to all major highways, train station as well as Historic Downtown Somerville with an abundance of Restaurants and specialty shops."
21|second|08876,21 Second St,08876,Branchburg,1,4009425,2026-02-12,2026-07-13,2026-07-17,599000,599000,4,active,,,5,2.0,,7405,1900,Single Family,40.564539,-74.611986,https://www.realtor.com/realestateandhomes-detail/21-2nd-St_Somerville_NJ_08876_M59491-97709,https://ap.rdcpix.com/a8ce893a474ca958fbd26faf9a99e1d8l-m1253016894od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,154,"Charming and Spacious Home in the Heart of Somerville! This property offers a fantastic investment opportunity or future owner-occupant potential. Featuring a new HVAC system for year-round comfort, a large backyard perfect for outdoor gatherings, and ample parking for multiple vehicles. The home also includes a full basement for storage or future finishing, plus a walk-up attic that adds even more versatility. Conveniently located near shops, dining, and transportation. Don't miss this one!"
220|lindsay|08876,220 Lindsay Ct,08876,Branchburg,1,4040490,2026-07-14,2026-07-16,2026-07-17,875000,875000,3,active,,,4,2.5,,19166,1991,Single Family,40.574119,-74.706348,https://www.realtor.com/realestateandhomes-detail/220-Lindsay-Ct_Branchburg_NJ_08876_M55600-52032,https://ap.rdcpix.com/cc36542b50afb838e1756cf823c587fal-m219773444od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,2,"Welcome to this beautifully maintained 4-5 bedroom, 2.5-bath colonial, perfectly situated on a spacious corner lot in one of Branchburg's most desirable neighborhoods.Step inside to a dramatic two-story living room with soaring ceilings and gleaming hardwood floors that continue throughout the home, creating a bright and inviting first impression. The thoughtful floor plan offers a formal dining room, an expansive eat-in kitchen, and a warm, comfortable family room complete with a gas fireplace. Upstairs, the spacious primary suite features a beautifully updated en-suite bathroom and generous closet space. Three additional bedrooms, a bonus room perfect for a 5th bedroom or a home office, an upstairs laundry room, and a full hall bath provide comfort and convenience. Outside is where this home truly shines. A Trex deck overlooks a private, resort-inspired backyard surrounded by mature la"
220|northbridge|08876,220 N Bridge St,08876,Branchburg,1,4038848,2026-07-07,2026-07-13,2026-07-17,519000,519000,4,active,,,3,1.5,1568,8276,1915,Single Family,40.576792,-74.609014,https://www.realtor.com/realestateandhomes-detail/220-N-Bridge-St_Somerville_NJ_08876_M54756-98386,https://ap.rdcpix.com/3d477f87ed4787cb041ffebacfdf2b09l-m1019905857od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,9,"Just Listed! 3 BR Colonial, set in a very convenient location. Beautiful original woodwork/trim throughout."
256|eastmain|08876,256 E Main St,08876,Branchburg,1,4018393,2026-04-03,2026-07-13,2026-07-17,1005000,1005000,4,active,,,3,2.0,,22651,1930,Single Family,40.565594,-74.601189,https://www.realtor.com/realestateandhomes-detail/256-E-Main-St_Somerville_NJ_08876_M91501-94108,https://ap.rdcpix.com/d507a8d205dbd8c421c41f5e1a3345abl-m2871923561od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,104,"Property Development Opportunity. This listing presents an exceptional opportunity for property development. The site consists of either two or three lots, including the current residence, offering flexibility and significant potential for future projects .Current Residence: The existing home is both beautiful and full of charm, making it an ideal foundation for renovation or expansion. Its character and appeal enhance the overall value of the property and provide numerous possibilities for customization or redevelopment. Development Potential The combination of multiple lots and a charming home creates a unique chance to build, expand, or invest. Whether maintaining the current residence or pursuing new construction, this property is well-suited for those seeking a project with considerable promise."
258|northgaston|08876,258 N Gaston Ave,08876,Branchburg,1,4021270,2026-04-16,2026-07-13,2026-07-17,610000,610000,4,active,,,4,2.0,,6098,1962,Single Family,40.575099,-74.600086,https://www.realtor.com/realestateandhomes-detail/258-N-Gaston-Ave_Somerville_NJ_08876_M56611-65204,https://ap.rdcpix.com/a3b5afca08399814b85a28200f0fa014l-m3617640856od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,91,"This fabulous home offers 4 bounteous bedrooms plus an incredible sunroom addition. Beautifully maintained & move in ready. Brand new furnace, central air condenser & updated 200 amp electric. Eat in Kitchen with formal dining room. Hardwood under carpeting. Recessed lighting as well as large windows that bring in lots of natural lighting. Beautiful landscaping with lots of flowering shrubs. Fenced in yard and attached garage complete this home. Close to Main Street shopping & dining, major highways & hospitals. A perfect home for entertaining inside & out. This home will not last!"
26|demond|08876,26 Demond Pl,08876,Branchburg,1,4038117,2026-07-02,2026-07-13,2026-07-17,649900,649900,4,active,,,4,2.0,1720,10890,1960,Single Family,40.574847,-74.603769,https://www.realtor.com/realestateandhomes-detail/26-Demond-Pl_Somerville_NJ_08876_M57678-94863,https://ap.rdcpix.com/ffbc3c78d0e75e34e9ab231ca35bff46l-m2048325679od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,14,"Welcome Home to this beautiful 4-bedroom, 2-bathroom home featuring thoughtful updates throughout. The bright and sunny living room flows seamlessly into the dining area, highlighted by stylish light fixtures that add warmth and elegance. The home offers four generously sized bedrooms, two full bathrooms, a partial basement. Step outside to your own private retreat featuring a stunning, partially fenced backyard and a beautiful screened-in porch perfect for enjoying or entertaining. Ideally located in a great commuter location, this home is within walking distance to the train with direct service to New York City, as well as restaurants, shops, parks, and many other everyday conveniences. Enjoy the perfect combination of privacy, comfort, and accessibility. Don't miss the opportunity to make this exceptional home yours!"
28|codington|08876,28 Codington Pl,08876,Branchburg,1,4032518,2026-06-05,2026-07-13,2026-07-17,640000,640000,4,active,,,3,1.5,,4792,1930,Single Family,40.567199,-74.60414,https://www.realtor.com/realestateandhomes-detail/28-Codington-Pl_Somerville_NJ_08876_M65642-00523,https://ap.rdcpix.com/c7ed80f4646ab76291b001513a06315fl-m3813070728od-w480_h360_x2.webp?w=1080&q=75,PENDING,41,"This charming colonial located on a welcoming street in desirable Somerville Borough, offers a wonderful blend of classic character and thoughtful updates throughout. The front porch with a swing, sets the mood the moment you arrive. The traditional floor plan includes a formal dining room, spacious eat-in kitchen, a warm family room, plus an updated powder room. Upstairs, three generously sized bedrooms are complemented by a dedicated home office and served by a completely renovated full bath featuring marble-look tile, a soaking tub, a navy vanity with brushed gold hardware. The primary bedroom and the other 2 bedrooms include custom California closet systems. The finished attic provides additional space perfect for the playroom. Hardwood floors on the first and second floors with central air and natural gas heat throughout. Completing the home is a fenced private rear yard and deck, i"
28|eastyoung|08876,28 E Young St,08876,Branchburg,1,4032563,2026-06-05,2026-07-13,2026-07-17,499900,499900,4,active,,,3,1.0,,6098,1938,Single Family,40.577655,-74.607835,https://www.realtor.com/realestateandhomes-detail/28-E-Young-St_Somerville_NJ_08876_M60718-02660,https://ap.rdcpix.com/ba34fa11aef2318753960f0eb603a9f2l-m3763062552od-w480_h360_x2.webp?w=1080&q=75,PENDING,41,"Welcome Home! This classic Colonial is filled with timeless charm, spacious living areas, and endless potential. Step inside to find beautiful hardwood floors, a generously sized living room centered around a cozy wood-burning fireplace, and abundant natural light throughout. The formal dining room provides the perfect setting for gatherings, while the kitchen offers ample cabinet storage, gas cooking, and an adjoining breakfast nook for casual meals. A bright sunroom adds flexible living space ideal for a reading room, home office or playroom. The first floor also features a convenient laundry area with direct access to the attached garage. Upstairs, you'll find a spacious primary bedroom, two additional bedrooms, and a full bath. The full basement provides plenty of storage and future possibilities. Outside, enjoy a large backyard with room for entertaining, gardening and recreation. R"
2|fairview|08876,2 Fairview Ave,08876,Branchburg,1,4028116,2026-05-15,2026-07-13,2026-07-17,499900,499900,4,active,,,2,2.5,,2614,2026,Single Family,40.564693,-74.603636,https://www.realtor.com/realestateandhomes-detail/2-Fairview-Ave_Somerville_NJ_08876_M93457-59390,https://ap.rdcpix.com/95709129834a2b9b82f91d1fc8071aa1l-m2062525097od-w480_h360_x2.webp?w=1080&q=75,PENDING,62,"Welcome home to this stunning new-construction Colonial, which boasts 9-foot ceilings on the first floor. As you enter, you'll be greeted by the elegance of the open floor plan, perfect for both entertaining and everyday living. The gourmet kitchen is a chef's delight, featuring modern appliances, quartz countertops, and a center island with seating. Relax and unwind in the inviting living area with natural light, .2 spacious bedrooms with oversized walk-in closets, each with its own ensuite bathroom. Beautiful hardwood floors run throughout, central air, and a second-floor laundry for added convenience. A full basement/crawl space adds plenty of storage. This home is located just minutes from thriving downtown Somerville with top-rated restaurants, premier shopping destinations, major highways, trains, hospitals, and schools, offering convenience and luxury living. Don't miss out on thi"
309|saratoga|08876,309 Saratoga Ct,08876,Branchburg,1,4035322,2026-06-18,2026-07-13,2026-07-17,619000,619000,4,active,,,2,3.5,1856,,2020,Condo,40.588024,-74.688476,https://www.realtor.com/realestateandhomes-detail/309-Saratoga-Ct_Somerville_NJ_08876_M93427-38626,https://ap.rdcpix.com/77dbe78e0ca578d26a0946f53d588828l-m462902157od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,28,"Welcome to 309 Saratoga Court in the sought-after Fox Hollow community of Branchburg, where luxury-inspired living meets everyday comfort. This beautifully maintained end-unit townhome is filled with natural light and features soaring ceilings and an open-concept layout designed for today's lifestyle.Offering 2 bedrooms, a versatile den/home office, 3 full baths, 1 half bath, and an attached garage, this home provides exceptional flexibility. The updated kitchen features stainless steel appliances, a large pantry, abundant cabinetry, and opens seamlessly to the dining and living areas, creating the perfect space for entertaining. A sliding glass door leads to a private deck for relaxing or outdoor dining.The upper level includes a spacious primary suite with generous closet space and a private ensuite bath, plus a second bedroom, full bath, and den/office. The finished lower level offers"
30|westend|08876,30 W End Ave,08876,Branchburg,1,3845208,2023-05-23,2026-07-13,2026-07-17,1125000,1125000,4,active,,,,,,20473,,Land,40.57118,-74.619263,https://www.realtor.com/realestateandhomes-detail/30-W-End-Ave_Somerville_NJ_08876_M94281-62740,https://ap.rdcpix.com/1758634193c7761efc5bc29392351841l-m1638753666od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,1150,"One of Somerville's remaining large lots, development opportunity, situated on the ""West End"" the possibilities are endless! POR zone, professional office/research/residential, survey is available, lot has frontage on West End and has an easement that allows access to West High St. also. The property at 20 West End Ave., is also listed for sale. Great location for some Luxury Townhomes !"
316|redcrest|08876,316 Red Crest Ln,08876,Branchburg,1,4021481,2026-04-17,2026-07-13,2026-07-13,367000,367000,1,gone,2026-07-16,,,,,,,,,,,,,,
3366|us22|08876,3366 US Highway 22,08876,Branchburg,1,3948310,2025-02-28,2026-07-13,2026-07-17,749700,749700,4,active,,,,,,291852,,Land,40.60823,-74.705924,https://www.realtor.com/realestateandhomes-detail/3366-US-Highway-22_Branchburg_NJ_08876_M97862-46967,https://ap.rdcpix.com/0b5fe0e58487bd9ea29514510b6e69c2l-m4017378373od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,503,"UNBELIEVABLE: 6.70 ACRES ON RT 22 WEST LOCATED IN THE O/LD ZONE (OFFICE ZONE AND LOW DENSITY RESIDENTIAL) IN BRANCHBURG, A PRESTIGIOUS SOMERSET COUNTY LOCATION, PERMITTED USES PROFESSIONAL OFFICES, MEDICAL OFFICES, CHILD CARE, THE SITE IS SERVICED BY ALL PUBLIC UTILITIES INCLUDING WATER, SEWER, ELECTRIC & GAS, EXCELLENT DEMOGRAPHICS, 34,000 CARS A DAY PASS THIS SITE LOT # 6.02 & 6.03"
33|culver|08876,33 Culver St,08876,Branchburg,1,4039320,2026-07-08,2026-07-13,2026-07-17,498000,498000,4,active,,,3,1.0,,4356,1927,Single Family,40.569917,-74.605368,https://www.realtor.com/realestateandhomes-detail/33-Culver-St_Somerville_NJ_08876_M50529-66129,https://ap.rdcpix.com/3966fb505555944bd0ce7fcec3865091l-m552872757od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,8,"Welcome home to this incredibly charming Somerville gem, where timeless character and modern updates come together perfectly. From the moment you arrive, the curb appeal captivates with a welcoming rocking chair front porch. Step inside and be greeted by stunning hardwood floors showcasing the craftsmanship and quality of a bygone era. The spacious living room features an oversized bay window that fills the home with natural light, along with beautiful wainscoting millwork that adds warmth and elegance. The living room flows seamlessly into a grand dining room highlighted by a striking beamed ceiling perfect for entertaining. Just beyond, a delightful sunroom offers additional living space and features French doors leading to the deck, creating an ideal indoor-outdoor connection. The updated kitchen boasts granite countertops, a custom tile backsplash, abundant cabinetry, and convenient "
34|delaware|08876,34 Delaware Ln,08876,Branchburg,1,4032471,2026-06-05,2026-07-13,2026-07-17,549000,549000,4,active,,,3,2.5,1731,,1986,Townhouse,40.594867,-74.716398,https://www.realtor.com/realestateandhomes-detail/34-Delaware-Ln_Branchburg_NJ_08876_M66423-39684,https://ap.rdcpix.com/8d37b87fb002413a1a569a7ced20bd1dl-m3175432163od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,41,"DON?T WAIT! This new price is expected to generate strong buyer interest. Motivated seller has made a significant price adjustment offering the best value in the neighborhood! Well maintained END UNIT townhouse offering privacy, space and a picturesque setting backing to serene woods. Enjoy the charming rocking chair front porch or the peaceful wooded views from either of the 2 decks. The spacious LR features a fireplace and walk-out to the deck creating the perfect space for entertaining or relaxing. The large kitchen boasts substantial Corian counter space, abundant cabinetry w/pullout shelving and an island breakfast bar/workspace. The primary suite offers a walk-in closet and second closet, plus a large private bathroom complete with a soaking tub and shower. The 2nd bedroom also boasts 2 closets and a sitting area. The basement level has spacious living space, featuring a large fami"
366|eastmain|08876,366 E Main St,08876,Branchburg,1,4036762,2026-06-24,2026-07-13,2026-07-17,525000,525000,4,active,,,3,1.5,,4792,1933,Single Family,40.564925,-74.595749,https://www.realtor.com/realestateandhomes-detail/366-E-Main-St_Somerville_NJ_08876_M65428-09872,https://ap.rdcpix.com/9a301870c761b77658df5e6b52b9fe2al-m2719931262od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,22,"Welcome to this exceptional three-bedroom, 1.5-bath home perfectly positioned near downtown Somerville, offering an ideal blend of vintage charm and modern comfort. This classic frame residence features formal living and dining areas adorned with original hardwood floors and beautiful plaster millwork, creating elegant spaces perfect for entertaining. The kitchen features granite countertops, stainless steel appliances, and flows seamlessly into a delightful sun porch bathed in natural light. The generous master bedroom includes a walk-in closet, while two additional bedrooms provide ample space for growing needs. The full main bath showcases exquisite tilework and a vanity design that adds character throughout. Architectural details include original wood ceiling treatments and a vinyl sided exterior. The basement reveals a full wet bar complete with mini fridge and custom lighting, perf"
380|eastmain|08876,380 E Main St,08876,Branchburg,1,4040197,2026-07-13,2026-07-13,2026-07-17,975000,975000,4,active,,,5,4.0,3180,12197,2027,Single Family,40.56511,-74.59458,https://www.realtor.com/realestateandhomes-detail/380-E-Main-St_Somerville_NJ_08876_M99425-94305,https://ap.rdcpix.com/54854f7f54c5b43d60bf24bec8b4ffdal-m798984611od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,3,"Build the home you've always imagined - with time remaining to choose your exterior color design. This striking new-construction residence blends showstopping modern farmhouse curb appeal with an expansive, open-concept interior thoughtfully designed for today's lifestyle.Offering approximately 3,180 sq ft across two levels, this exceptional home features an attached two-car garage and an inviting covered porch that wraps around to the backyard, creating the perfect setting for morning coffee, outdoor dining, and relaxed entertaining. Inside, natural light and an effortless flow connect the kitchen, dining area, and living room. The first floor also includes a mudroom, laundry room, pantry, full bath, and flexible office/guest room - ideal for working from home or hosting overnight visitors.Upstairs, the spacious primary suite offers a full bath and walk-in closet. Three additional bedro"
38|easternstate|08876,38 Eastern States Pkwy,08876,Branchburg,1,4027753,2026-05-14,2026-07-13,2026-07-17,475000,475000,4,active,,,2,1.5,,4792,1952,Single Family,40.566409,-74.592751,https://www.realtor.com/realestateandhomes-detail/38-Eastern-States-Pkwy_Somerville_NJ_08876_M69079-27055,https://ap.rdcpix.com/4738eac4be3196f4bceb05ee9cd92e3bl-m139560713od-w480_h360_x2.webp?w=1080&q=75,PENDING,63,"Sunny and inviting cape cod home perched on a fenced corner lot in the cozy and convenient Hospital section of Somerville offers neighborhood living minutes from all that Downtown Somerville has to offer. New roof, newer hvac, freshly painted with updated bath and bedroom flooring, an open and airy main floor invites you in. A bright living room, large and open dining room, roomy kitchen, updated full bath and downstairs bedroom complete the main floor. The second floor bedroom comprises the entire level with multiple closets and windows offering creative opportunity for uses or partitioning of the space. The basement is semi finished with a half bath, large spaces, storage area and laundry area. Two car garage with paved driveway, vinyl privacy fencing surround a backyard patio,newer vinyl windows throughout and well maintained landscaping complete this warm and lovely neighborhood home"
3|cheyenne|08876,3 Cheyenne Trl,08876,Branchburg,1,4031152,2026-06-01,2026-07-13,2026-07-17,629000,629000,4,active,,,2,3.5,,2614,1991,Townhouse,40.588709,-74.716495,https://www.realtor.com/realestateandhomes-detail/3-Cheyenne-Trl_Branchburg_NJ_08876_M53541-43179,https://ap.rdcpix.com/f4a8c6bb1da5667f4b41b10d0884b4a9l-m1363804459od-w480_h360_x2.webp?w=1080&q=75,PENDING,45,"Set in the Chambers Brook community of Branchburg, this renovated townhome offers stylish interiors, flexible living space, and a quiet cul-de-sac location backing to open green space. Baseball fields, a playground, basketball court, and community park amenities are just beyond the backyard, and the neighborhood pool is a short walk away. Inside, the home features 2 bedrooms, 3.5 bathrooms, and a dramatic double-height living room with two skylights that bring in natural light. The adjacent dining room features an original fireplace, adding warmth and character. The professionally designed kitchen includes full-height cabinetry, attractive hardware, and stainless steel appliances. The primary suite includes a walk-in closet and ensuite bath with skylight, glass-enclosed shower, soaking tub, and dual-sink vanity. The main level features herringbone porcelain tile, complemented by a custom"
