address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_pct,property_type,conflicts,_sources
23 Ashwood Ter,07052,West Orange,2025-08-08,2025-05-30,,599000,701000,17.03,Single Family,,listing_scrape
49 Mayfair Dr,07052,West Orange,2025-07-30,2025-07-29,,875000,875000,0.0,Single Family,,listing_scrape
1054 Smith Manor Blvd,07052,West Orange,2025-08-19,2025-08-18,,670000,670000,0.0,Townhouse,,listing_scrape
491 MT Pleasant Ave,07052,West Orange,2026-03-30,2025-11-14,,699000,699000,0.0,Single Family,,listing_scrape
34 Silver Spring Rd,07052,West Orange,2025-12-15,2025-12-08,,525000,575000,9.52,Single Family,,listing_scrape
35 Fitzrandolph Rd,07052,West Orange,2026-03-30,2025-12-15,,495000,494800,-0.04,Single Family,,listing_scrape
7 Lawrence Ave,07052,West Orange,2026-03-30,2025-12-29,,699000,710000,1.57,Multi-Family,,listing_scrape
89 Clarken Dr,07052,West Orange,2026-03-30,2026-01-05,,500000,500000,0.0,Condo,,listing_scrape
281 Gregory Ave,07052,West Orange,2026-02-27,2026-02-26,,775000,775000,0.0,Single Family,,listing_scrape
346 Gregory Ave,07052,West Orange,2026-06-07,2026-03-22,,699000,755000,8.01,Single Family,,listing_scrape
21 Glen Ave,07052,West Orange,2026-06-07,2026-03-27,,1795000,1950000,8.64,Single Family,,listing_scrape
19 Moran Rd,07052,West Orange,2026-05-11,2026-04-30,,570000,610000,7.02,Condo,,listing_scrape
89 Leonardo Ct,07052,West Orange,2026-06-23,2026-06-15,,579000,675000,16.58,Condo,,listing_scrape
19 Deerwood Trl,07059,Warren,2025-01-31,2023-07-06,,1100000,1039500,-5.5,Single Family,,listing_scrape
2 EVERGREEN COURT,07059,Warren,2024-03-13,2023-12-20,,1549000,1450000,-6.39,Single Family,,"listing_scrape,nj_records"
25 NOTTINGHAM WAY,07059,Warren,2024-02-17,2024-01-30,,2125000,1912500,-10.0,Single Family,,"listing_scrape,nj_records"
115 SMOKE RISE DRIVE,07059,Warren,2025-09-12,2024-03-21,,989000,995000,0.61,Single Family,,"listing_scrape,nj_records"
16 QUAIL RUN,07059,Warren,2024-08-04,2024-05-02,,1350000,1225000,-9.26,Single Family,,"listing_scrape,nj_records"
4 MOBUS LANE,07059,Warren,2024-08-04,2024-05-07,,539800,525000,-2.74,Single Family,,"listing_scrape,nj_records"
26 MORNING GLORY ROAD,07059,Warren,2024-08-04,2024-05-14,,2199000,2000000,-9.05,Single Family,,"listing_scrape,nj_records"
56 BETSY ROSS DR.,07059,Warren,2024-08-04,2024-05-15,,1425000,1425000,0.0,Single Family,,"listing_scrape,nj_records"
8 Gregory Ln,07059,Warren,2024-08-04,2024-05-15,,2000000,2100000,5.0,Single Family,,listing_scrape
60 SNEIDER ROAD,07059,Warren,2024-08-04,2024-05-20,,1795000,1635000,-8.91,Single Family,,"listing_scrape,nj_records"
15 Stoney Brook Dr,07059,Warren,2024-08-04,2024-05-22,,1199000,1201000,0.17,Single Family,,listing_scrape
33 Old Stirling Rd,07059,Warren,2024-08-04,2024-05-23,,899900,999999,11.12,Single Family,,listing_scrape
38 Dahlia Dr Unit 38,07059,Warren,2024-08-04,2024-05-24,,1050000,960000,-8.57,Townhouse,,listing_scrape
1 BELLEWOOD DRIVE,07059,Warren,2024-08-04,2024-05-28,,1295000,1351000,4.32,Single Family,,"listing_scrape,nj_records"
3 FOX HILL DRIVE WEST,07059,Warren,2025-01-31,2024-05-28,,959999,1035000,7.81,Multi-Family,,"listing_scrape,nj_records"
14 KATHERINE DRIVE,07059,Warren,2024-08-04,2024-05-30,,825000,833000,0.97,Single Family,,"listing_scrape,nj_records"
3 HILL HOLLOW ROAD,07059,Warren,2024-08-27,2024-08-08,2,1700000,1690000,-0.59,Single Family,sold_date;year_built,"listing_scrape,nj_records"
34 GATES AVENUE,07059,Warren,2024-12-19,2024-12-16,,449900,450000,0.02,Single Family,,"listing_scrape,nj_records"
20 Primrose Way,07059,Warren,2025-03-01,2025-02-28,,1300000,1300000,0.0,Single Family,,listing_scrape
3 Glenview Dr,07059,Warren,2025-03-11,2025-03-05,,2625000,2475000,-5.71,Single Family,,listing_scrape
16 Aggie Ln Unit 126U,07059,Warren,2025-09-19,2025-05-21,,79150,79150,0.0,Condo,,listing_scrape
21 Darkwood Ct,07059,Warren,2025-09-30,2025-09-29,,1775000,1775000,0.0,Single Family,,listing_scrape
11 Grouse Rd,07059,Warren,2026-03-27,2026-03-26,,1250000,1250000,0.0,Single Family,,listing_scrape
102 Delia Ter,07066,Clark,2025-01-17,2023-12-07,,549900,575000,4.56,Single Family,,listing_scrape
54 Mildred Ter,07066,Clark,2025-01-31,2023-12-07,,600000,600000,0.0,Single Family,,listing_scrape
25 ACKEN DR,07066,Clark,2024-03-13,2023-12-18,,1300000,1300000,0.0,Single Family,,"listing_scrape,nj_records"
15 NEW YORK AVE,07066,Clark,2024-03-13,2023-12-20,,559000,550000,-1.61,Single Family,,"listing_scrape,nj_records"
63 Hillcrest Dr,07066,Clark,2024-03-31,2024-01-17,,699900,665000,-4.99,Single Family,,listing_scrape
353 MADISON HILL ROAD,07066,Clark,2025-01-31,2024-04-10,,850000,865000,1.76,Single Family,,"listing_scrape,nj_records"
1108 LAKE AVE,07066,Clark,2024-08-04,2024-05-03,,559000,617000,10.38,Single Family,year_built,"listing_scrape,nj_records"
20 Clauss Rd,07066,Clark,2025-01-31,2024-05-03,,475000,480000,1.05,Single Family,,listing_scrape
47 SHETLAND DR,07066,Clark,2025-01-31,2024-05-08,,539000,590000,9.46,Single Family,,"listing_scrape,nj_records"
130 SWEET BRIAR DR,07066,Clark,2024-08-04,2024-05-17,,290000,313000,7.93,Condo,,"listing_scrape,nj_records"
99 WILLIAM ST,07066,Clark,2024-08-04,2024-05-17,,849000,859000,1.18,Single Family,,"listing_scrape,nj_records"
99 Briarwood Path Unit 99,07066,Clark,2024-08-30,2024-05-21,,299000,289000,-3.34,Condo,,"listing_scrape,nj_records"
27 LIMOLI LANE,07066,Clark,2024-08-04,2024-05-24,,975000,975000,0.0,Single Family,,"listing_scrape,nj_records"
12 GRAND ST,07066,Clark,2025-03-10,2024-11-07,,699000,690000,-1.29,Single Family,,"listing_scrape,nj_records"
9 BENISH COURT,07066,Clark,2024-12-04,2024-11-27,,1350000,1350000,0.0,Single Family,,"listing_scrape,nj_records"
7 Cornell Cir,07066,Clark,2025-09-19,2025-05-22,,1150000,1168000,1.57,Single Family,,listing_scrape
808 Riverbend Dr,07066,Clark,2026-01-23,2026-01-22,,515000,520000,0.97,Single Family,,listing_scrape
4 SULLIVAN AVE,07067,Colonia,2026-03-11,2023-07-18,,584910,584900,-0.0,Single Family,,"listing_scrape,nj_records"
67 W CLARK PL,07067,Colonia,2025-01-31,2023-08-04,,525000,575000,9.52,Single Family,,"listing_scrape,nj_records"
40 KIMBERLY RD,07067,Colonia,2025-01-31,2023-08-22,,499000,580000,16.23,Single Family,,"listing_scrape,nj_records"
100 OXFORD RD,07067,Colonia,2025-12-05,2023-08-28,,514900,535000,3.9,Single Family,sold_price,"listing_scrape,nj_records"
78 Overbrook Dr,07067,Colonia,2024-08-30,2023-09-08,,625000,650000,4.0,Single Family,,listing_scrape
16 HARTLAND CT,07067,Colonia,2024-01-02,2023-10-03,,599000,610000,1.84,Single Family,sold_date,"listing_scrape,nj_records"
66 LONGFELLOW DR,07067,Colonia,2025-01-31,2023-10-05,,479900,490000,2.1,Single Family,,"listing_scrape,nj_records"
183 Midfield Rd,07067,Colonia,2024-01-02,2023-10-17,,435000,405000,-6.9,Single Family,,listing_scrape
61 DOVER RD,07067,Colonia,2024-01-02,2023-10-17,,519950,575000,10.59,Single Family,,"listing_scrape,nj_records"
201 MC FARLANE RD,07067,Colonia,2024-01-02,2023-10-18,,519000,530000,2.12,Single Family,,"listing_scrape,nj_records"
37 OXFORD RD,07067,Colonia,2024-01-02,2023-10-27,,535000,545000,1.87,Single Family,,"listing_scrape,nj_records"
232 Carolyn Ave,07067,Colonia,2024-01-02,2023-11-01,,749000,725000,-3.2,Single Family,,listing_scrape
3 Quaker Ln,07067,Colonia,2025-01-31,2023-11-03,,599700,530000,-11.62,Single Family,,listing_scrape
9 RUTGERS AVE,07067,Colonia,2025-01-31,2023-11-13,,975000,915000,-6.15,Single Family,,"listing_scrape,nj_records"
2 COLUMBIA AVE,07067,Colonia,2025-09-12,2023-11-17,,479000,479000,0.0,Single Family,,"listing_scrape,nj_records"
85 CYPRESS DR,07067,Colonia,2024-03-13,2023-12-18,,489900,574500,17.27,Single Family,,"listing_scrape,nj_records"
61 CAROLYN AVE,07067,Colonia,2025-01-31,2023-12-20,,429900,480000,11.65,Single Family,,"listing_scrape,nj_records"
4 MADDIE CT,07067,Colonia,2024-03-31,2024-01-10,,1289000,1280000,-0.7,Single Family,,"listing_scrape,nj_records"
41 Taylor Ter,07067,Colonia,2024-05-16,2024-03-15,,635000,635000,0.0,Single Family,,listing_scrape
28 MC KINLEY AVE,07067,Colonia,2026-05-20,2024-05-06,,500000,580000,16.0,Single Family,,"listing_scrape,nj_records"
3 WENDY RD,07067,Colonia,2024-08-04,2024-05-10,,665000,640000,-3.76,Single Family,,"listing_scrape,nj_records"
82 NORMANDY RD,07067,Colonia,2024-08-04,2024-05-14,,574900,670000,16.54,Single Family,,"listing_scrape,nj_records"
61 LONGFELLOW DR,07067,Colonia,2024-08-04,2024-05-21,,499900,500900,0.2,Single Family,,"listing_scrape,nj_records"
22 PRINCETON AVE,07067,Colonia,2025-01-31,2024-06-04,,665000,770000,15.79,Single Family,,"listing_scrape,nj_records"
16 PRINCETON AVE,07067,Colonia,2024-11-19,2024-07-02,,529000,580000,9.64,Single Family,,"listing_scrape,nj_records"
23 MILIKEN RD,07067,Colonia,2024-10-28,2024-07-25,,500000,550000,10.0,Single Family,,"listing_scrape,nj_records"
360 MAPLEWOOD AVE,07067,Colonia,2024-10-28,2024-07-26,,669000,699700,4.59,Single Family,,"listing_scrape,nj_records"
28 Eli Rd,07067,Colonia,2024-10-28,2024-08-01,,679000,685000,0.88,Single Family,,listing_scrape
92 N GRANT AVE,07067,Colonia,2026-01-16,2024-11-21,,575000,580000,0.87,Single Family,,"listing_scrape,nj_records"
157 Cleveland Ave,07067,Colonia,2025-03-10,2025-01-03,,535000,550000,2.8,Single Family,,listing_scrape
73 Predmore Ave,07067,Colonia,2026-04-14,2025-01-31,,599900,580000,-3.32,Single Family,,listing_scrape
67 Harrison Ave,07067,Colonia,2025-07-17,2025-03-13,,735000,780000,6.12,Single Family,,listing_scrape
109 Jordan Rd,07067,Colonia,2025-09-19,2025-05-15,,899000,885000,-1.56,Single Family,,listing_scrape
59 Amherst Ave,07067,Colonia,2026-02-24,2025-05-30,,500000,490000,-2.0,Single Family,,listing_scrape
77 Conduit Way,07067,Colonia,2026-03-30,2025-11-04,,515000,511000,-0.78,Single Family,,listing_scrape
31 Jordan Rd,07067,Colonia,2026-03-30,2025-11-12,,825000,815000,-1.21,Single Family,,listing_scrape
16 Stafford Rd,07067,Colonia,2026-03-30,2025-12-01,,699999,730000,4.29,Single Family,,listing_scrape
66 Claremont Ave,07067,Colonia,2026-03-30,2025-12-19,,675000,660000,-2.22,Single Family,,listing_scrape
10 PLYMOUTH PLACE,07068,Roseland,2024-03-13,2023-12-11,,649000,725000,11.71,Single Family,,"listing_scrape,nj_records"
50 OAK DRIVE,07068,Roseland,2024-03-13,2023-12-20,,989000,1140000,15.27,Single Family,,"listing_scrape,nj_records"
7 BIRCH DR,07068,Roseland,2024-08-04,2024-05-02,,989000,1180000,19.31,Single Family,year_built,"listing_scrape,nj_records"
5 4th Ave,07068,Roseland,2024-08-04,2024-05-08,,630000,650000,3.17,Single Family,,listing_scrape
103 Eagle Rock Ave,07068,Roseland,2024-08-04,2024-05-15,,750000,820000,9.33,Single Family,,listing_scrape
28 COOPER AVENUE,07068,Roseland,2024-08-04,2024-05-17,,575000,585000,1.74,Single Family,,"listing_scrape,nj_records"
1 Tannery Ln,07068,Roseland,2025-10-08,2025-10-07,,1150000,1150000,0.0,Single Family,,listing_scrape
1204 Johnston Dr,07069,Watchung,2026-03-25,2023-07-05,,1299000,1230000,-5.31,Single Family,,listing_scrape
65 KNIGHTSBRIDGE,07069,Watchung,2023-07-13,2023-07-06,,2255000,2250000,-0.22,Single Family,,"listing_scrape,nj_records"
928 VALLEY ROAD,07069,Watchung,2026-06-21,2023-09-28,,749000,749000,0.0,Single Family,,"listing_scrape,nj_records"
90 GLEN EAGLES DRIVE,07069,Watchung,2024-03-13,2023-12-18,,975000,975000,0.0,Single Family,,"listing_scrape,nj_records"
37 Redmont Rd,07069,Watchung,2025-01-31,2024-01-08,,799000,780000,-2.38,Single Family,,listing_scrape
65 SPENCER LANE,07069,Watchung,2024-08-04,2024-05-15,,999000,910000,-8.91,Single Family,,"listing_scrape,nj_records"
20 INDIAN RUN,07069,Watchung,2024-08-04,2024-05-16,,649000,750000,15.56,Townhouse,year_built,"listing_scrape,nj_records"
105 Scott Dr,07069,Watchung,2024-08-04,2024-05-31,,1375000,1400000,1.82,Single Family,,listing_scrape
93 SUNLIT DRIVE,07069,Watchung,2024-10-18,2024-08-02,,899000,1056000,17.46,Single Family,,"listing_scrape,nj_records"
524 RIDGE ROAD,07069,Watchung,2025-07-14,2024-09-04,,1700000,1715000,0.88,Single Family,,"listing_scrape,nj_records"
5 Fox Chase Dr,07069,Watchung,2025-12-05,2025-06-13,,2250000,2200000,-2.22,Single Family,,listing_scrape
81 Sunlit Dr,07069,Watchung,2025-10-24,2025-10-23,,975000,950000,-2.56,Single Family,,listing_scrape
81 Century Ln,07069,Watchung,2026-04-19,2026-02-06,,899000,899000,0.0,Single Family,,listing_scrape
40 Snoden Ln,07069,Watchung,2026-06-07,2026-03-27,,1695000,1695000,0.0,Single Family,,listing_scrape
170 Anderson Rd,07069,Watchung,2026-06-17,2026-06-16,,825000,825000,0.0,Single Family,,listing_scrape
17 AUTUMN DRIVE,07076,Scotch Plains,2025-01-31,2023-07-13,,775000,829500,7.03,Single Family,,"listing_scrape,nj_records"
2400 PARK PLACE,07076,Scotch Plains,2025-07-23,2023-07-21,,725000,725000,0.0,Single Family,,"listing_scrape,nj_records"
2326 Morse Ave,07076,Scotch Plains,2026-05-20,2023-11-03,,699999,760000,8.57,Single Family,,listing_scrape
14 TREEVIEW CIRCLE,07076,Scotch Plains,2024-03-13,2023-12-07,,1050000,999999,-4.76,Single Family,,"listing_scrape,nj_records"
13 BURNHAM VILLAGE,07076,Scotch Plains,2024-03-13,2023-12-08,,559900,560000,0.02,Condo,,"listing_scrape,nj_records"
11 AUTUMN DRIVE,07076,Scotch Plains,2024-03-13,2023-12-12,,1050000,1250000,19.05,Single Family,year_built,"listing_scrape,nj_records"
2272 MOUNTAIN AVE,07076,Scotch Plains,2024-03-13,2023-12-12,,618800,601000,-2.88,Single Family,,"listing_scrape,nj_records"
406 DONATO CIRCLE,07076,Scotch Plains,2024-03-13,2023-12-13,,459000,530000,15.47,Condo,,"listing_scrape,nj_records"
9 HARWICH VILLAGE,07076,Scotch Plains,2024-03-13,2023-12-14,,499000,528000,5.81,Townhouse,,"listing_scrape,nj_records"
1755 RAMAPO WAY,07076,Scotch Plains,2024-03-13,2023-12-18,,499000,555000,11.22,Single Family,,"listing_scrape,nj_records"
1051 Clarks Ln,07076,Scotch Plains,2024-03-13,2023-12-20,,1499000,1325000,-11.61,Single Family,,listing_scrape
384 PARK VIEW DRIVE,07076,Scotch Plains,2024-03-13,2023-12-21,,714900,700000,-2.08,Single Family,,"listing_scrape,nj_records"
1133 MARTINE AVE,07076,Scotch Plains,2024-03-13,2023-12-22,,630000,650000,3.17,Single Family,,"listing_scrape,nj_records"
5 Wareham Vlg,07076,Scotch Plains,2024-03-31,2024-01-24,,475000,495000,4.21,Condo,,listing_scrape
15 Ravenswood Ln,07076,Scotch Plains,2024-04-11,2024-02-14,,1385000,1195000,-13.72,Single Family,,listing_scrape
1978 WOOD ROAD,07076,Scotch Plains,2024-04-12,2024-03-01,,1050000,1219780,16.17,Single Family,,"listing_scrape,nj_records"
2370 Seneca Rd,07076,Scotch Plains,2024-04-02,2024-04-01,,675000,712000,5.48,Single Family,,listing_scrape
2234 WOODLAND TERRACE,07076,Scotch Plains,2024-08-04,2024-05-06,,915000,915000,0.0,Single Family,,"listing_scrape,nj_records"
1703 MOUNTAIN AVE,07076,Scotch Plains,2024-08-04,2024-05-10,,649000,701000,8.01,Single Family,,"listing_scrape,nj_records"
19 Malanga Ct,07076,Scotch Plains,2024-08-04,2024-05-10,,365000,442000,21.1,Condo,,listing_scrape
1263 SUNNYFIELD LANE,07076,Scotch Plains,2024-08-04,2024-05-14,,775000,950000,22.58,Single Family,year_built,"listing_scrape,nj_records"
214 WILLIAM ST,07076,Scotch Plains,2024-08-04,2024-05-14,,575000,681000,18.43,Single Family,,"listing_scrape,nj_records"
553 OVERHILL ST,07076,Scotch Plains,2024-08-04,2024-05-14,,750000,710000,-5.33,Single Family,,"listing_scrape,nj_records"
2145 Seward Dr,07076,Scotch Plains,2024-08-04,2024-05-15,,949900,1111111,16.97,Single Family,,listing_scrape
40 HIGHLANDER DRIVE,07076,Scotch Plains,2024-08-04,2024-05-15,,1325000,1610000,21.51,Single Family,,"listing_scrape,nj_records"
2241 Greenside Pl,07076,Scotch Plains,2024-08-04,2024-05-20,,629000,669000,6.36,Single Family,,listing_scrape
7 KAREN COURT,07076,Scotch Plains,2024-08-04,2024-05-21,,1275000,1200000,-5.88,Single Family,,"listing_scrape,nj_records"
1922 CHURCH AVE,07076,Scotch Plains,2024-08-04,2024-05-22,,505000,570000,12.87,Single Family,,"listing_scrape,nj_records"
2536 SMITH ST,07076,Scotch Plains,2025-01-31,2024-05-22,,519000,585000,12.72,Single Family,,"listing_scrape,nj_records"
22 BLACK BIRCH ROAD,07076,Scotch Plains,2024-08-04,2024-05-28,,1125000,1240000,10.22,Single Family,,"listing_scrape,nj_records"
13 BRANDYWINE COURT,07076,Scotch Plains,2024-08-04,2024-05-30,,975000,1277777,31.05,Single Family,year_built,"listing_scrape,nj_records"
222 MOUNTAINVIEW AVE,07076,Scotch Plains,2024-10-29,2024-07-15,,650000,675000,3.85,Single Family,,"listing_scrape,nj_records"
372 STOUT AVE,07076,Scotch Plains,2024-10-19,2024-07-23,,575000,600000,4.35,Single Family,year_built,"listing_scrape,nj_records"
1726 Mountain Ave,07076,Scotch Plains,2025-10-28,2024-08-02,,479000,507000,5.85,Single Family,,listing_scrape
2063 NEWARK AVE,07076,Scotch Plains,2024-08-30,2024-08-29,,1100000,1100000,0.0,Single Family,year_built,"listing_scrape,nj_records"
2221 PAFF PLACE,07076,Scotch Plains,2024-11-19,2024-08-29,,640000,625000,-2.34,Single Family,,"listing_scrape,nj_records"
2219 North Ave Apt 11,07076,Scotch Plains,2025-03-10,2024-09-30,,470000,470000,0.0,Condo,,listing_scrape
336 WILLIAM ST,07076,Scotch Plains,2026-06-22,2024-10-04,,849999,840000,-1.18,Single Family,year_built,"listing_scrape,nj_records"
1 Cherry Blossom Ln,07076,Scotch Plains,2025-03-10,2024-11-08,,1320000,1417000,7.35,Single Family,,listing_scrape
175 MOUNTAINVIEW AVE,07076,Scotch Plains,2024-11-19,2024-11-18,,550000,550000,0.0,Single Family,,"listing_scrape,nj_records"
1623 Front St,07076,Scotch Plains,2026-02-24,2025-02-14,,595900,565000,-5.19,Single Family,,listing_scrape
1204 Sunnyfield Ln,07076,Scotch Plains,2025-04-18,2025-04-01,,1350000,1512000,12.0,Single Family,,listing_scrape
2383 Monica Pl,07076,Scotch Plains,2025-09-19,2025-04-01,,650000,685000,5.38,Single Family,,listing_scrape
2408 Mountain Ave,07076,Scotch Plains,2025-09-19,2025-05-12,,599000,600000,0.17,Single Family,,listing_scrape
31 Homestead Ter,07076,Scotch Plains,2025-06-26,2025-06-23,,1095000,1100000,0.46,Single Family,,listing_scrape
1936 Parkwood Dr,07076,Scotch Plains,2025-11-18,2025-09-25,,1950000,2250000,15.38,Single Family,,listing_scrape
2594 Mountain Ave,07076,Scotch Plains,2026-03-30,2025-10-09,,959000,905000,-5.63,Single Family,,listing_scrape
21 Yarmouth Ct,07076,Scotch Plains,2025-11-04,2025-11-03,,650000,675000,3.85,Condo,,listing_scrape
422 Myrtle Ave,07076,Scotch Plains,2026-06-22,2025-11-06,,1295000,1295000,0.0,Single Family,,listing_scrape
11 Rambling Dr,07076,Scotch Plains,2025-12-19,2025-12-18,,1100000,1200000,9.09,Single Family,,listing_scrape
1889 N Gate Rd,07076,Scotch Plains,2026-04-19,2026-02-05,,999999,999999,0.0,Single Family,,listing_scrape
1944 Parkwood Dr,07076,Scotch Plains,2026-06-07,2026-03-20,,799900,885000,10.64,Single Family,,listing_scrape
136 SILVER SPRING ROAD,07078,Short Hills,2023-07-11,2023-07-02,,2390000,2435000,1.88,Single Family,,"listing_scrape,nj_records"
71 FAIRFIELD DRIVE,07078,Short Hills,2023-07-20,2023-07-17,,2495000,2870000,15.03,Single Family,,"listing_scrape,nj_records"
415 White Oak Ridge Rd,07078,Short Hills,2023-07-25,2023-07-19,,3800000,3800000,0.0,Single Family,,listing_scrape
44 Dorison Dr,07078,Short Hills,2023-07-25,2023-07-24,,3500000,3400011,-2.86,Single Family,,listing_scrape
36 JOANNA WAY,07078,Short Hills,2023-10-19,2023-10-05,,3075000,3075000,0.0,Single Family,year_built,"listing_scrape,nj_records"
41 LAKE ROAD,07078,Short Hills,2024-03-13,2023-12-08,,3750000,4050000,8.0,Single Family,,"listing_scrape,nj_records"
103 FOREST DRIVE NORTH,07078,Short Hills,2023-12-14,2023-12-09,,2575000,2575000,0.0,Single Family,,"listing_scrape,nj_records"
19 MARTINDALE ROAD,07078,Short Hills,2024-03-13,2023-12-15,,1688000,1650000,-2.25,Single Family,,"listing_scrape,nj_records"
21 AUDUBON COURT,07078,Short Hills,2024-03-13,2023-12-15,,1595000,1650000,3.45,Single Family,,"listing_scrape,nj_records"
85 STEWART ROAD,07078,Short Hills,2024-03-13,2023-12-18,,6688000,6037000,-9.73,Single Family,year_built,"listing_scrape,nj_records"
37 Barnsdale Rd,07078,Short Hills,2024-03-13,2023-12-20,,1850000,1850000,0.0,Single Family,,listing_scrape
267 Dale Dr,07078,Short Hills,2024-01-01,2023-12-31,,2450000,2450000,0.0,Single Family,,listing_scrape
18 JOANNA WAY,07078,Short Hills,2024-03-31,2024-01-05,,4500000,4500000,0.0,Single Family,lot_sqft,"listing_scrape,nj_records"
76 Minnisink Rd,07078,Short Hills,2024-05-16,2024-03-01,,4188000,3940000,-5.92,Single Family,,listing_scrape
7 SPENSER DR,07078,Short Hills,2024-04-30,2024-04-22,,3450000,3450000,0.0,Single Family,,"listing_scrape,nj_records"
8 Robbins Ln,07078,Short Hills,2025-01-31,2024-05-03,,1500000,1965000,31.0,Single Family,,listing_scrape
17 MERRYWOOD LANE,07078,Short Hills,2024-08-04,2024-05-04,,2988000,2850000,-4.62,Single Family,,"listing_scrape,nj_records"
12 CAMPBELL ROAD,07078,Short Hills,2024-08-04,2024-05-06,,988000,920000,-6.88,Single Family,lot_sqft,"listing_scrape,nj_records"
64 SILVER SPRING ROAD,07078,Short Hills,2024-08-04,2024-05-06,,1888888,2050000,8.53,Single Family,,"listing_scrape,nj_records"
29 BALTUSROL WAY,07078,Short Hills,2024-08-04,2024-05-09,,1088000,1088000,0.0,Single Family,lot_sqft,"listing_scrape,nj_records"
79 BALTUSROL WAY,07078,Short Hills,2024-08-04,2024-05-13,,1495000,1635000,9.36,Single Family,,"listing_scrape,nj_records"
22 Great Hills Rd,07078,Short Hills,2024-08-04,2024-05-15,,1188000,1188000,0.0,Single Family,,listing_scrape
10 BYRON ROAD,07078,Short Hills,2024-08-04,2024-05-17,,2795000,2750000,-1.61,Single Family,,"listing_scrape,nj_records"
7 Knollwood Rd,07078,Short Hills,2024-08-04,2024-05-23,,1675000,1675000,0.0,Single Family,,listing_scrape
25 Lawrence Dr,07078,Short Hills,2024-08-04,2024-06-03,,3495000,3600000,3.0,Single Family,,listing_scrape
307 Long Hill Dr,07078,Short Hills,2024-07-17,2024-07-16,,2150000,2230000,3.72,Single Family,,listing_scrape
65 Troy Dr,07078,Short Hills,2024-07-26,2024-07-25,,3435000,3435000,0.0,Single Family,,listing_scrape
52 KEATS ROAD,07078,Short Hills,2024-09-13,2024-09-11,1,2795000,2900000,3.76,Single Family,,"listing_scrape,nj_records"
253 HARTSHORN DRIVE,07078,Short Hills,2024-10-16,2024-10-15,,6800000,6800000,0.0,Single Family,,"listing_scrape,nj_records"
281 HARTSHORN DRIVE,07078,Short Hills,2024-10-16,2024-10-15,,6800000,6800000,0.0,Single Family,,"listing_scrape,nj_records"
74 STEWART ROAD,07078,Short Hills,2024-11-22,2024-11-20,,4175000,4175000,0.0,Single Family,,"listing_scrape,nj_records"
2 Sinclair Ter,07078,Short Hills,2025-01-10,2025-01-09,,6750000,6750000,0.0,Single Family,,listing_scrape
22 Dorset Ln,07078,Short Hills,2025-02-08,2025-02-07,,4050000,4050000,0.0,Single Family,,listing_scrape
55 Mohawk Rd,07078,Short Hills,2025-05-23,2025-04-10,,3400000,3400000,0.0,Single Family,,listing_scrape
40 Grosvenor Rd,07078,Short Hills,2025-08-08,2025-06-02,,2399000,2650000,10.46,Single Family,,listing_scrape
80 Old Hollow Rd,07078,Short Hills,2025-07-02,2025-07-01,,4900000,4829700,-1.43,Single Family,,listing_scrape
2 Oaklawn Rd,07078,Short Hills,2025-07-21,2025-07-08,,2408750,2408750,0.0,Single Family,,listing_scrape
12 Roland Dr,07078,Short Hills,2025-11-08,2025-11-07,,1775000,1775000,0.0,Single Family,,listing_scrape
18 S Beechcroft Rd,07078,Short Hills,2026-01-27,2025-11-26,,2200000,2150000,-2.27,Single Family,,listing_scrape
71 Hillside Ave,07078,Short Hills,2026-01-14,2026-01-13,,6400000,6400000,0.0,Single Family,,listing_scrape
74 White Oak Ridge Rd,07078,Short Hills,2026-04-19,2026-02-02,,3600000,3600000,0.0,Single Family,,listing_scrape
25 West Rd,07078,Short Hills,2026-02-17,2026-02-16,,1800000,1815000,0.83,Single Family,,listing_scrape
12 Meadowbrook Rd,07078,Short Hills,2026-02-24,2026-02-19,,1349000,1322020,-2.0,Single Family,,listing_scrape
378 White Oak Ridge Rd,07078,Short Hills,2026-06-07,2026-03-30,,1288000,1455000,12.97,Single Family,,listing_scrape
1 Lenape Rd,07078,Short Hills,2026-06-02,2026-06-01,,2450000,2450000,0.0,Single Family,,listing_scrape
15 Troy Dr,07078,Short Hills,2026-06-04,2026-06-03,,3000000,3000000,0.0,Single Family,,listing_scrape
269 Walton Ave,07079,South Orange,2023-07-25,2023-07-18,,650000,650000,0.0,Single Family,,listing_scrape
67 Crest Dr,07079,South Orange,2023-08-22,2023-08-21,,1750000,1725000,-1.43,Single Family,,listing_scrape
287 TILLOU RD,07079,South Orange,2023-10-13,2023-09-21,,1100000,1250000,13.64,Single Family,,"listing_scrape,nj_records"
540 PAGE TERRACE,07079,South Orange,2024-03-13,2023-12-12,,1199000,1350000,12.59,Single Family,,"listing_scrape,nj_records"
429 Meeker St,07079,South Orange,2025-01-31,2024-01-19,,789000,808000,2.41,Single Family,,listing_scrape
465 Valley St Unit 7K,07079,South Orange,2024-03-19,2024-03-15,,475000,485000,2.11,Condo,,listing_scrape
115 WYOMING AVENUE SOUTH,07079,South Orange,2024-08-04,2024-05-02,,1150000,1266000,10.09,Single Family,,"listing_scrape,nj_records"
310 Beech Spring Rd,07079,South Orange,2024-08-04,2024-05-07,,1295000,1710000,32.05,Single Family,,listing_scrape
